абажур	lampshade
ухватиться	snatch
ухитряться	contrive
ухищрение	shift
ухищрение	device
ухищряться	contrive
ухмыляться	smirk
ухмыляться	grin
ухо	ear
уход	going away
уход	leaving
уход	departure
уход	care
уход	nursing
ухудшение	change for the worse
ухудшение	aggravation
ухудшить	make worse
ухудшить	aggravate
ухудшиться	get worse
уцелеть	remain whole
уцелеть	come off unscathed
уцепиться	catch hold
уцепиться	grasp
участвовать	take part
участвовать	participate
участие	participation
участие	sympathy
участие	concern
участиться	become more frequent
участливый	sympathetic
участник	participant
участник	partner
участок	lot
участок	plot
участок	part
участок	section
участок	district
участь	fate
участь	lot
учащийся	student
учащийся	pupil
учащийся	schoolboy
учебник	textbook
учебный	educational
учебный	school
учение	studies teaching
учение	exercise
учение	teaching
учение	doctrine
ученица	pupil
ученица	apprentice
ученица	disciple
ученический	unskilled
ученический	immature
ученичество	apprenticeship
учёность	learning
учёный	scientific
учёный	learned
учёный	scientist
учёный	scholar
учесть	take stock
учесть	take into consideration
учёт	calculation
учёт	stock­taking
учёт	registration
учёт	discount
учётчик	record­keeper
училище	secondary school
учинять	make
учинять	commit
учительница	teacher
учительская	teachers' room
учить	teach
учить	learn
учиться	learn
учиться	study
учреждать	establish
учреждать	set up
учреждать	found
учреждение	institution
учреждение	establishment
учтивый	civil
учтивый	polite
учтивый	courteous
ушиб	injury
ушиб	bruise
ушибить	hurt
ушибить	hurt oneself
ушко	eye
ушной	ear aural
ущелье	gorge
ущелье	canyon
ущемить	pinch
ущемить	wound
ущемить	infringe
ущемление	infringement
ущерб	damage
ущерб	loss
ущипнуть	pinch
уют	cosiness
уютно	cosily
уютно	comfortably
уютный	cosy
уютный	comfortable
уязвимый	vulnerable
уязвлять	sting
уязвлять	wound
уяснять	understand
фа	F
фа	fa
фабрика	factory
фабрикант	manufacturer
фабрикат	finished product
фабриковать	manufacture
фабриковать	produce
фабриковать	fabricate
фабриковать	forge
фабула	plot
фаза	phase
фазан	pheasant
факел	torch
факир	fakir
факир	magician
факт	fact
фактически	in fact
фактически	actually
фактический	actual
фактор	factor
факультативный	optional
факультативный	elective
факультет	faculty
факультет	department
фальсификация	falsification
фальсифицировать	falsify
фальшивить	play out of tune
фальшивить	sing out of tune
фальшивить	dissemble
фальшивка	forged document
фальшивка	fake
фальшивый	false
фальшивый	forged
фальшь	falsity
фальшь	falseness
фамилия	surname
фамилия	family name
фамильярничать	take liberties
фамильярный	unceremonious
фанатизм	fanaticism
фанатик	fanatic
фанатичный	fanatical
фанера	veneer
фанера	plywood
фанерный	veneer made of plywood
фантазёр	dreamer
фантазёр	visionary
фантазировать	give rein to one's imagination
фантазировать	dream
фантазия	fantasy
фантазия	fancy
фантазия	imagination
фантазия	whim
фантазия	fancy
фантастический	fantastic
фара	headlight
фарватер	fairway
фарватер	channel
фармацевт	pharmaceutist
фарс	farce
фартук	apron
фарфор	china
фарфор	porcelain
фарш	stuffing
фарш	minced meat
фаршировать	stuff
фасад	faзade
фасад	front
фасоль	haricot bean
фасон	fashion
фасон	style
фасон	cut
фатализм	fatalism
фатальный	fatal
фауна	fauna
фашизм	fascism
фашист	fascist
фаянс	highly glazed pottery
фаянсовый	of highly glazed pottery
февраль	February
федеральный	federal
федеративный	federative
федерация	federation
феерический	magic
феерический	enchanting
фельдмаршал	Field Marshal
фельдшер	medical assistant
фельетон	newspaper satire
феномен	phenomenon
феноменальный	phenomenal
феодал	feudal lord
феодализм	feudalism
феодальный	feudal
ферзь	queen
ферма	farm
ферма	girder
ферментация	fermentation
фермер	farmer
фестиваль	festival
фетиш	fetish
фетишизм	making a fetish of smth
фетр	felt
фехтование	fencing
фехтовать	fence
фешенебельный	fashionable
фея	fairy
фиалка	violet
фиаско	fiasco
фиаско	failure
фигляр	mountebank
фигура	figure
фигура	chess­man
фигура	piece
фигуральный	figurative
фигурировать	figure
фигурировать	appear
фигуристка	figure skater
фигурный	figured
физик	physicist
физика	physics
физиолог	physiologist
физиологический	physiological
физиология	physiology
физиономия	physiognomy
физический	physical
физкультура	physical culture
физкультурник	athlete
физкультурник	sportsman
фиксировать	fix
фиктивный	fictitious
фикция	fiction
филантроп	philanthropist
филантропический	philanthropic
филантропия	philanthropy
филармония	Philharmonic Society
филиал	branch
филиал	subsidiary
филин	eagle­owl
филолог	philologist
филологический	philological
филология	philology
философ	philosopher
философия	philosophy
философский	philosophic
фильм	film
фильтр	filter
фильтровать	filter
финал	end
финал	finale
финал	final
финансировать	finance
финансовый	financial
финансы	finances
финик	date
финиш	finish
финн	Finn
финский	Finnish
фиолетовый	violet
фирма	firm
фисгармония	harmonium
фитиль	wick
флаг	flag
флаг	banner
флакон	bottle
фланг	flank
фланг	wing
фланель	flannel
флегматичный	phlegmatic
флейта	flute
флейтист	flute­player
флейтист	flutist
флексия	inflexion
флективный	inflected
флигель	wing
флигель	side house
флигель	annex
флирт	flirtation
флора	flora
флот	fleet
флюгер	weathercock
флюс	gumboil
флюс	flux
фляжка	flask
фойе	foyer
фокстрот	foxtrot
фокус	focus
фокус	trick
фокусник	conjurer
фокусник	juggler
фокусничать	juggle
фолиант	folio
фолиант	volume
фольга	foil
фольклор	folklore
фон	background
фонарь	lantern
фонарь	lamp
фонарь	street lamp
фонд	fund
фонетика	phonetics
фонетический	phonetic
фонтан	fountain
форель	trout
форма	form
форма	shape
форма	form
форма	mould
форма	uniform
формализм	formalism
формалист	formalist
формальность	formality
формальный	formal
формат	size
формация	formation
формация	structure
формирование	forming
формирование	formation
формирование	shaping
формировать	form
формировать	shape
формироваться	shape
формироваться	be formed
формовать	mould
формовщик	moulder
формула	formula
формулировать	formulate
формулировка	wording
форпост	outpost
форсировать	force
форт	fort
фортепиано	piano
форточка	small opening window pane
фосфат	phosphate
фосфор	phosphorus
фотоаппарат	camera
фотограф	photographer
фотографировать	photograph
фотографический	photographic
фотография	photograph
фотография	photo
фотография	picture photography
фотография	photographer's
фрагмент	fragment
фраза	phrase
фраза	sentence
фразеология	phraseology
фразёр	phrase­monger
фрак	tail­coat
фрак	tails evening coat
фракционный	factional
фракция	faction
фракция	group
франт	dandy
франтовской	smart
француженка	Frenchwoman
француз	Frenchman
французский	French
французы	the French
фрахт	freight
фреза	milling cutter
френч	service jacket
фреска	fresco
фривольный	frivolous
фронт	front
фронтовик	front­line soldier
фрукт	fruit
фугасный	high­explosive
фундамент	foundation
фундаментальный	fundamental
фундаментальный	solid
фундаментальный	sound
фуникулёр	funicular
функционировать	function
функция	function
фунт	pound
фунт	pound
фураж	forage
фураж	fodder
фуражка	peaked cap
фургон	van
фургон	waggon
фурор	furore
фурункул	boil
футбол	football
футбол	soccer
футболист	footballer
футболист	football­player
футляр	cover
фуфайка	jersey
фуфайка	sweater
фыркнуть	snort
фыркнуть	chuckle
фюзеляж	fuselage
хаки	khaki
халат	dressing­gown
халат	bath­robe
халат	overalls doctor's coat
халатность	negligence
халатный	negligent
халтура	money spinning side­line
халтура	slapdash affair
халтурить	make money on the side
халтурить	slapdash
хам	boor
хам	heel
хамский	boorish
хамство	boorishness
хан	khan
хандра	spleen
хандрить	be depressed
хандрить	have the blues
хандрить	be in the blues
ханжа	hypocrite
ханжество	hypocrisy
хаос	chaos
хаос	chaos
хаотический	chaotic
характер	character
характер	nature
характер	temper
характер	disposition
характеризовать	characterize
характеристика	characteristics testimonial
характерный	characteristic
характерный	typical
харкнуть	expectorate
хартия	charter
хата	hut
хвала	praise
хвалебный	laudatory
хвалебный	eulogistic
хвалёный	greatly praised
хвалить	praise
хвалиться	boast
хвастать	boast
хвастать	brag
хвастливый	boastful
хвастовство	boasting
хвастун	boaster
хвастун	braggart
хватать	snatch
хватать	seize
хватать	catch hold
хвататься	snatch
хвататься	clutch
хватить	suffice
хватить	be sufficient
хватить	hit
хватить	strike
хватить	knock
хватиться	miss
хвойный	coniferous
хворать	be ill
хворост	brushwood
хворостина	long switch
хвост	tail
хвост	brush
хижина	hut
хижина	cabin
хилый	feeble
хилый	sickly
химик	chemist
химический	chemical
химия	chemistry
химчистка	dry­cleaning
химчистка	dry­cleaner's
хинин	quinine
хиреть	grow feeble
хиреть	grow sickly
хирург	surgeon
хирургический	surgical
хирургия	surgery
хитрить	be cunning
хитрость	cunning
хитрость	slyness
хитрость	ruse
хитрый	cunning
хитрый	sly
хитрый	crafty
хихикнуть	giggle
хищение	plunder
хищник	beast of prey
хищник	predator
хищный	predatory
хладнокровие	coolness
хладнокровие	composure
хладнокровие	presence of mind
хладнокровно	cooly
хладнокровный	cool
хладнокровный	composed
хладнокровный	self­possessed
хладнокровный	cold­blooded
хлам	rubbish
хлам	trash
хлам	lumber
хлеб	bread
хлеб	con
хлеб	grain
хлебать	gulp
хлебать	eat
хлебнуть	take a sip
хлебозавод	large­scale bakery
хлебозаготовки	state granaries
хлебозаготовки	grain reserves
хлебопечение	baking of bread
хлебородный	grain­growing
хлев	cattle­shed
хлев	sheep­pen
хлев	pigsty
хлестнуть	lash
хлопководство	cotton­growing
хлопнуть	bang
хлопнуть	slam
хлопнуть	crack
хлопок	cotton
хлопотать	bustle about
хлопотать	solicit
хлопотать	petition
хлопотливый	troublesome
хлопотливый	fussy
хлопоты	trouble cares
хлопья	flakes
хлопья	flocks
хлор	chlorine
хлынуть	gush out
хлынуть	pour in torrents
хлынуть	stream
хлыст	whip
хмель	hop
хмель	intoxication
хмельной	heady
хмельной	intoxicating
хмельной	drunk
хмельной	intoxicated
хмуриться	frown
хмурый	gloomy
хныкать	whimper
хобби	hobby
хобот	trunk
хоботок	proboscis
ход	motion
ход	speed
ход	course
ход	entrance
ход	passage
ход	lead
ход	turn
ход	move
ходатайство	solicitation
ходатайство	petition
ходатайствовать	solicit
ходатайствовать	petition
ходить	go
ходить	walk
ходкий	salable
ходкий	current
ходули	stilts
ходульный	stilted
ходьба	walking
ходячий	walking
ходячий	current
хозяин	master
хозяин	boss owner
хозяин	proprietor
хозяин	host
хозяин	landlord
хозяйка	mistress
хозяйка	hostess
хозяйка	landlady
хозяйничать	keep house
хозяйничать	play the master
хозяйничать	boss it
хозяйничать	lord it
хозяйственный	economic
хозяйственный	economical
хозяйственный	thrifty
хозяйство	economy
хозяйство	farm
хоккей	hockey
холера	cholera
холм	low hill
холмик	hillock
холмистый	hilly
холод	cold
холодильник	refrigerator
холодно	coldly
холодно	it is cold
холодный	cold
холостой	unmarried
холостой	bachelor idle
холостяк	bachelor
холст	canvas
хомут	collar
хор	chorus
хорда	chord
хорёк	polecat
хоронить	bury
хорошенький	pretty
хорошенько	thoroughly
хорошенько	properly
хорошеть	grow prettier
хороший	good
хороший	fine
хорошо	well
хорошо	it is nice
хорошо	all right
хорошо	good
хотеть	want
хотеть	wish
хотеться	want
хотеться	like
хоть	though
хоть	at least
хохот	roar of laughter
хохотать	roar with laughter
храбрец	brave man
храбриться	put a bold face on it
храбрость	bravery
храбрость	courage
храбрый	brave
храбрый	courageous
храм	temple
хранение	keeping
хранилище	depository
хранилище	warehouse
хранить	keep
хранить	preserve
храниться	be kept
храпеть	snore
хребет	spine
хребет	backbone
хребет	mountain range
хрен	horse­radish
хрестоматия	reader
хрипеть	wheeze
хрипеть	speak hoarsely
хриплый	hoarse
христианин	Christian
христианство	Christianity
хром	chromium
хром	box­calf
хромать	limp
хромой	lame
хромой	lame man
хроника	chronicle
хроника	latest news
хроника	news items news­reel
хронический	chronic
хронологический	chronological
хронология	chronology
хронометр	chronometer
хрупкий	fragile
хрупкий	frail
хрупкий	delicate
хруст	crunch
хрусталик	crystalline lens
хрусталь	crystal
хрусталь	cut glass
хрустальный	crystal
хрустальный	cut­glass
хрустнуть	crunch
хрустнуть	crackle
хрюкнуть	grunt
хрящ	cartilage
худеть	grow thin
художественный	art artistic
художник	artist
художник	painter
худой	thin
худой	lean
худой	bad
худой	ill
худой	torn
худой	worn out
худощавый	thin
худший	worse
худший	the worst
хуже	worse
хуже	it is worse
хулиган	hooligan
хулиган	ruffian
хулиган	rowdy
хулиганить	behave like a hooligan
хулиганство	hooliganism
хулиганство	rowdyism
хурма	persimmon
хутор	farmstead
цапля	heron
царапаться	scratch
царапина	scratch
царизм	tsarism
царить	reign
царство	kingdom
царствование	reign
царствовать	reign
царь	tsar
цвести	bloom
цвести	flower
цвести	blossom
цвести	flourish
цвести	be covered with weed
цвет	colour
цвет	flower
цвет	prime
цветник	flower garden
цветной	coloured
цветоводство	growing of flowers
цветок	flower
цветок	blossom
цветущий	flowering
цветущий	blossoming
цветущий	flourishing
цветы	flowers
цедить	filter
цедить	strain
целебный	curative
целебный	medicinal
целесообразно	worth while
целесообразный	expedient
целеустремлённый	purposeful
целиком	wholly
целиком	entirely
целиком	completely
целина	virgin soil
целиться	aim
целлофан	cellophane
целлюлоза	cellulose
целоваться	kiss
целое	the whole
целомудренный	chaste
целомудрие	chastity
целый	whole
целый	intact
целый	safe
целый	unbroken
цель	aim
цель	purpose
цель	intention
цель	target
цемент	cement
цементировать	cement
цена	price
цена	cost
ценз	qualification
цензура	censorship
ценить	value
ценить	estimate
цениться	be valued
ценность	value
ценный	valuable
центнер	100 kilograms
центр	centre
централизация	centralization
централизм	centralism
центральный	central
центробежный	centrifugal
центростремительный	centripetal
цепенеть	grow torpid
цепкий	tenacious
цепляться	cling
цепочка	chain
цепь	chain
церемониться	stand on ceremony
церемония	ceremony
церковь	church
цех	shop
цех	department
цехком	shop committee
цивилизация	civilization
цивилизованный	civilized
цикл	cycle
циклон	cyclone
цикорий	chicory
цилиндр	cylinder
цилиндр	top hat
цилиндрический	cylindrical
цинга	scurvy
цинизм	cynicism
циничный	cynical
цинк	zinc
циновка	mat
цирк	circus
циркулировать	circulate
циркуль	compasses
циркуляр	circular
циркуляция	circulation
цистерна	tank
цитадель	citadel
цитадель	stronghold
цитата	quotation
цитировать	quote
цитрусовые	citrus plants
циферблат	dial
циферблат	face
цифра	figure
цифровой	in figures
цоканье	clatter
цоколь	plinth
цукат	candied fruit
цыганка	Gipsy
цыганский	Gipsy
цыплёнок	chicken
чабан	shepherd
чад	fumes
чад	smoke
чад	smell of burning fat
чай	tea
чайка	sea­gull
чайник	tea­pot
чайник	kettle
чалма	turban
чан	vat
чарующий	fascinating
чарующий	delightful
чарующий	charming
час	hour
часовня	chapel
часовой	hour's
часовой	sentry
часовой	sentinel
часовщик	watch­maker
частица	particle
частичный	partial
частное	quotient
частность	particular
частность	detail
частный	private
частный	particular
частный	special
часто	often
часто	frequently
часто	close
часто	thickly
частота	frequency
частушки	sung couplets
частый	frequent
частый	thick
частый	close
часть	part
часть	share
часть	department
часть	unit
часы	watch
часы	clock
чахлый	wilted
чахнуть	wilt
чахнуть	fade
чахнуть	wither
чахотка	consumption
чахоточный	consumptive
чаша	pan
чаша	scale
чашка	cup
чаща	thicket
чаще	more often
чаяние	hope
чаяние	expectation
чваниться	swank
чваниться	boast
чванство	swagger
чванство	boast
чей	whose
чек	receipt
чек	cheque
чеканить	mint
чеканить	coin
чеканка	minting
чеканка	coinage
чёлн	canoe
челнок	shuttle
человек	man
человеколюбие	human kindness
человеческий	human
человеческий	humane
человечество	humanity
человечество	mankind
человечный	humane
челюсть	jam
чем	than
чем	instead of
чемодан	suitcase
чемодан	trunk
чемпион	champion
чемпион	title­holder
чемпионат	championship
чепуха	nonsense
чепуха	rubbish
чепчик	night­cap
чепчик	mob­cap
червивый	wormeaten
червивый	wormy
червы	hearts
червяк	worm
чердак	garret
чердак	attic
черёд	turn
чередование	alternation
чередовать	alternate
чередоваться	alternate
чередоваться	take turns
через	across
через	over
через	through
через	in
через	through
черёмуха	bird­cherry tree
череп	skull
черепаха	tortoise
черепаха	turtle
черепаха	tortoise­shell
черепица	tile
черепичный	tiled
черепок	fragment of broken crockery
чересчур	too
черешня	cherry
черешня	cherry­tree
черкнуть	drop a line
чернеть	turn black
чернеть	show black
черника	bilberry
чернильница	inkstand
чернильница	ink­pot
чернить	blacken
чернить	slander
черновик	rough copy
черновик	draft
черновой	rough
чернозём	black earth
чернокожий	dark­skinned
чернокожий	black­skinned
чернорабочий	rough worker
чёрный	black
черпнуть	scoop
черпнуть	draw up
черстветь	grow stale
черстветь	harden
чёрствый	stale
чёрствый	dry
чёрствый	hard­hearted
чёрт	devil
черта	line
черта	trait
чертёж	draught
чертёж	sketch
чертёжник	draughtsman
чертить	draw
черчение	drawing
чесать	comb
чесать	card
чесать	scratch
чесаться	scratch oneself
чесаться	itch
чеснок	garlic
чесотка	itch
чесотка	mange
чествование	celebration
чествовать	celebrate
чествовать	honour
честность	honesty
честный	honest
честный	fair
честолюбивый	ambitious
честолюбие	ambition
честь	honour
чета	couple
чета	pair
четверг	Thursday
четвёрка	four
четвёрка	good
четверо	four
четвероногий	four­footed
четвероногое	quadruped
четвёртый	fourth
четверть	a quarter
чёткий	clear
чёткий	legible
чётный	even
четыре	four
четыреста	four hundred
четырёхлетний	four­year four­year­old
четырёхместный	four­seater
четырёхсотый	four­hundredth
четырёхугольник	quadrangle
четырёхугольник	square
четырёхугольный	quadrangular
четырёхэтажный	four­storeyed
четырнадцатый	fourteenth
четырнадцать	fourteen
чех	Czech
чехарда	leap­frog
чехол	cover
чехол	case
чечевица	lentil
чешский	Czech
чижик	siskin
чилиец	Chilean
чилийский	Chilean
чин	rank
чин	grade
чинить	repair
чинить	mend
чинить	darn
чинить	point
чинить	sharpen
чиновник	official
чиновник	bureaucrat
чирикнуть	chirp
численность	number
численность	quantity
численный	numeral
численный	numerical
числитель	numerator
числительное	numeral
число	number
число	quantity
число	date
чистильщик	bootblack
чистильщик	shoeblack
чистить	clean
чистить	brush
чистить	peel
чистить	scrape
чистка	cleaning
чистка	clean­up
чисто	cleanly
чисто	it is clean
чистокровный	thoroughbred
чистописание	calligraphy
чистоплотный	clean
чистосердечный	frank
чистосердечный	sincere
чистота	cleanness
чистота	neatness
чистота	purity
чистота	innocence
чистый	clean
чистый	pure
читальня	reading­room
читатель	reader
читательский	reader's
читать	read
читаться	read
читка	reading
чихнуть	sneeze
член	member
член	article
член­корреспондент	corresponding member
членораздельный	articulate
членораздельный	clear
членство	membership
чокнуться	clink glasses
чопорный	stiff
чопорный	prim
чрезвычайный	extraordinary
чрезвычайный	extreme
чрезмерный	excessive
чтение	reading
чтец	reciter
чтить	honour
чтить	respect
что	what
что	that
что	that
что	why
чтобы	in order to
чтобы	so as
чтобы	that
что­нибудь	something
что­нибудь	anything
что­то	something
что­то	for some reason or other
что­то	somehow
чуваш	Chuvash
чувашский	Chuvash
чувственность	sensuality
чувственный	sensual
чувственный	sexy
чувствительность	sensibility
чувствительность	perceptibility
чувствительность	sensitiveness
чувствительность	susceptibility
чувствительность	sentimentality
чувствительный	sensible
чувствительный	perceptible
чувствительный	sensitive
чувствительный	susceptible
чувствительный	sentimental
чувство	sense
чувство	feeling
чувствовать	feel
чувствовать	have a sensation
чугун	cast iron
чудак	crank
чудачество	crankiness
чудачество	extravagance
чудесный	wonderful
чудесный	marvellous
чудно	wonderfully
чудно	beautifully
чудной	odd
чудной	strange
чудной	comical
чудный	wonderful
чудный	beautiful
чудо	miracle
чудо	wonder
чудовище	monster
чудовищный	monstrous
чудодейственный	miraculous
чужбина	alien land
чуждаться	keep aloof
чуждаться	avoid
чуждый	alien
чужеземец	stranger
чужеземец	foreigner
чужеземный	strange
чужеземный	foreign
чужой	smb else's
чужой	another's
чужой	strange
чужой	alien
чулан	box­room
чулок	stocking
чума	plague
чурбан	block
чурбан	blockhead
чуткий	sensitive
чуткий	keen
чуткий	tactful
чуткий	delicate
чуткий	considerate
чуткость	sensitiveness
чуткость	delicacy
чуткость	tact
чуткость	consideration
чуть	slightly
чуть	hardly
чутьё	scent
чутьё	flair
чутьё	intuition
чуть­чуть	just a little
чучело	stuffed animal
чучело	stuffed bird
чучело	scarecrow
чушь	nonsense
чуять	smell
чуять	scent
чуять	sense
шаблон	stencil
шаблон	pattern
шаблон	mould
шаблонный	unoriginal
шаблонный	trite
шаг	step
шаг	stride
шаг	pace
шаг	step
шагать	step
шагать	stride
шагать	pace
шагнуть	take a step
шагом	at a walking pace
шайба	puck
шайка	gang
шайка	band
шайка	a shallow two­handled basin
шакал	jackal
шалаш	hut of branches
шалить	be naughty
шаловливый	frolicsome
шаловливый	playful
шалость	prank
шалун	mischievous child
шаль	shawl
шальной	crazy
шальной	wild
шамкать	mumble
шанс	chance
шантаж	blackmail
шантажировать	blackmail
шапка	cap
шар	ball
шарада	charade
шарахнуться	start aside
шарахнуться	jump
шарахнуться	shy
шарж	caricature
шаржировать	overdo
шаржировать	overact
шарик	small ball
шарикоподшипник	ball­bearing
шарить	search
шарить	rummage
шарманка	barrel­organ
шарманка	street­organ
шарманщик	organ­grinder
шарнир	hinge
шарообразный	spherical
шарф	scarf
шасси	chassis
шасси	undercarriage
шасси	landing gear
шатать	sway
шатать	rock
шатать	shake
шататься	get loose
шататься	loaf
шататься	totter
шататься	stagger
шатен	brown­haired man
шатёр	tent
шаткий	unsteady
шаткий	shaky
шафран	saffron
шах	shah
шах	check
шахматист	chess­player
шахта	mine
шахта	pit
шахтёр	miner
шашка	sword
шашки	draughts
шашки	checkers
швабра	mop
швед	Swede
шведский	Swedish
швейцар	hall porter
швейцар	door­keeper
швейцарец	Swiss
швейцарский	Swiss
швея	seamstress
швырять	fling
швырять	hurl
швырять	throw
швыряться	throw
швыряться	fling
шевелить	move
шевелить	stir
шевелить	turn
шевелиться	move
шевелиться	stir
шевро	kid
шедевр	masterpiece
шезлонг	chaise­longue
шелест	rustle
шелест	rustling
шелестеть	rustle
шёлк	silk
шелковистый	silky
шелохнуться	stir
шелуха	husk
шелуха	peelings
шелуха	pod
шелушить	hull
шелушить	shell
шелушиться	peel
шелушиться	scale
шепелявить	lisp
шепелявый	lisping
шепнуть	whisper
шёпот	whisper
шёпотом	in a whisper
шёпотом	under one's breath
шептаться	whisper
шеренга	rank
шеренга	file
шероховатый	rough
шероховатый	uneven
шерсть	hair
шерсть	wool
шерсть	wool
шерстяной	woollen
шершавый	rough
шест	pole
шествие	procession
шествие	train
шествовать	march
шестёрка	six
шестерня	gear
шестерня	cog­wheel
шестеро	six
шестидесятый	sixtieth
шестилетний	six­year six­year­old
шестимесячный	six­month six­month­old
шестиугольный	hexagonal
шестнадцатый	sixteenth
шестнадцать	sixteen
шестой	sixth
шесть	six
шестьдесят	sixty
шестьсот	six hundred
шестью	six times
шеф	patron
шеф	chief
шефство	patronage
шефствовать	patronize
шефствовать	have the patronage
шея	neck
шикарный	smart
шикнуть	hiss
шило	awl
шина	tyre
шина	splint
шинель	greatcoat
шинель	overcoat
шинковать	chop
шинковать	shred
шип	thorn
шип	tenon
шипеть	hiss
шипеть	sizzle
шиповник	sweet­brier
шиповник	dog­rose
шипучий	fizzing
шипящий	sibilant
ширина	breadth
ширина	width
шириться	widen
шириться	spread
ширма	screen
ширма	cloak
ширма	cover
широкий	broad
широкий	wide
широко	wide
широко	broadly
широковещание	broadcasting
широковещательный	broadcasting
широкоплечий	broad­shouldered
широта	width
широта	breadth
шить	sew
шить	embroider
шитьё	sewing
шитьё	embroidery
шифр	cipher
шифр	code
шифр	pressmark
шифрованный	ciphered
шифрованный	in cipher
шифровать	cipher
шишка	cone
шишка	bump
шкала	scale
шкатулка	box
шкатулка	casket
шкаф	dresser
шкаф	bookcase
шквал	squall
шкив	pulley
шкипер	skipper
школа	school
школа­интернат	boarding­school
школьник	schoolboy
школьница	schoolgirl
шкура	skin
шкурник	careerist
шлагбаум	barrier
шлак	slag
шланг	hose
шлем	helmet
шлёпнуть	slap
шлёпнуться	plop down
шлифовальный	grinding
шлифовальный	polishing
шлифовать	grind
шлифовать	polish
шлифовка	grinding
шлифовка	polishing
шлюз	lock
шлюз	sluice
шлюпка	boat
шляпа	hat
шляпа	bonnet
шляпка	hat
шляпка	bonnet
шляпка	head
шляпка	cap
шмель	bumble­bee
шмыгнуть	dart
шмыгнуть	slip
шницель	schnitzel
шнур	string
шнур	cord
шнур	flex
шнуровать	lace up
шнурок	lace
шнырять	poke about
шов	seam
шов	suture
шов	joint
шовинизм	chauvinism
шовинист	chauvinist
шовинистический	chauvinistic
шок	shock
шокировать	shock
шокировать	scandalize
шоколад	chocolate
шоколадный	chocolate
шорох	rustle
шорты	shorts
шоры	blinkers
шоры	blinders
шоссе	highway
шотландец	Scot
шотландец	Scotsman
шотландка	Scotswoman
шотландский	Scotch
шотландский	Scottish
шотландцы	the Scottish
шотландцы	the Scots
шофёр	driver
шофёр	chauffeur
шпага	sword
шпагат	string
шпагат	cord
шпагат	twine
шпаклевать	putty
шпала	sleeper
шпаргалка	crib
шпилька	hairpin
шпинат	spinach
шпингалет	bolt
шпион	spy
шпионаж	espionage
шпионить	spy
шпора	spur
шприц	syringe
шпроты	smoked sprats in oil
шпулька	spool
шпулька	bobbin
шрам	scar
шрапнель	shrapnel
шрифт	print
шрифт	type
штаб	staff
штаб	headquarters
штабель	pile
штабель	stack
штамп	stamp
штамп	cliche
штанга	bar
штанга	weight
штанга	cross­bar
штаны	trousers
штат	state
штат	staff
штатив	support
штатив	tripod
штатный	regular
штатный	on the staff
штатский	civilian
штатский	civilian
штемпелевать	stamp
штемпель	stamp
штепсель	plug
штиль	calm
штольня	gallery
штопать	darn
штопка	darning
штопка	darning thread
штопка	darning wool
штопор	cork­screw
штопор	spin
штора	blind
шторм	storm
штраф	fine
штраф	penalty
штрафовать	fine
штрейкбрехер	strikebreaker
штрейкбрехер	blackleg
штрек	drift
штрих	touch
штрих	trait
штриховать	shade
штука	piece
штука	thing
штука	trick
штукатурить	plaster
штукатурка	plaster
штурвал	steering­wheel
штурм	storm
штурман	navigator
штурмовать	storm
штурмовать	assault
штык	bayonet
шуба	fur­coat
шулер	card­sharper
шулер	cheat
шум	noise
шуметь	make a noise
шумный	noisy
шумовка	skimmer
шурин	brother­in­law
шурф	prospect­hole
шурф	dug­hole
шуршать	rustle
шустрый	bright
шустрый	smart
шут	fool
шут	jester
шутить	joke
шутить	jest
шутка	joke
шутка	jest
шутливый	playful
шуточный	comic
шуточный	facetious
шутя	in jest
шутя	for fun
шутя	easily
шушукаться	exchange whispered secrets
шхуна	schooner
шш	hush
шш	sh
щавель	sorrel
щадить	spare
щадить	have mercy
щебень	road­metal
щебетать	chirrup
щегол	goldfinch
щёголь	dandy
щёголь	fop
щегольской	foppish
щеголять	show off
щеголять	flaunt
щедрость	generosity
щедрый	generous
щедрый	open­handed
щека	cheek
щеколда	latch
щекотать	tickle
щекотка	tickling
щекотливый	ticklish
щекотливый	delicate
щёлкать	click
щёлкать	crack
щёлкать	flip
щёлкать	flick
щёлкать	crack
щёлок	alkaline solution
щелочной	alkaline
щёлочь	alkali
щелчок	flick
щелчок	flip
щелчок	snap
щелчок	click
щель	chink
щель	split
щенок	puppy
щепетильный	scrupulous
щепетильный	delicate
щепка	chip
щепотка	pinch
щетина	bristle
щетинистый	bristly
щётка	brush
щи	shchi
щи	cabbage soup
щиколотка	ankle
щипать	pinch
щипать	nibble
щипать	browse
щипаться	pinch
щипок	nip
щипок	pinch
щипцы	tongs
щипцы	pair of tongs nutcrackers
щипцы	sugar­tongs
щипцы	curling­irons
щипчики	tweezers
щит	shield
щит	board
щит	screen
щит	board
щит	tortoise­shell
щука	pike
щупальце	tentacle
щупальце	feeler
щупать	feel
щуплый	puny
щуриться	blink
щуриться	narrow one's lids
эвакуация	evacuation
эвакуировать	evacuate
эволюционный	evolutionary
эгоизм	selfishness
эгоист	selfish person
эгоистичный	selfish
экватор	equator
экваториальный	equatorial
эквивалент	equivalent
эквивалентный	equivalent
экзамен	examination
экзаменатор	examiner
экзаменовать	examine
экземпляр	specimen
экземпляр	copy
экипаж	carriage
экипаж	crew
экипировать	equip
экипировка	equipment
экономика	economics
экономист	economist
экономить	economize
экономический	economic
